start,end,regularity,ta,tbs,quality
0.0,0.7135416666666666,0.2948717948717948,0.0,0.0,0.0
0.008468207267757736,0.7055669912467375,0.30215051421420724,0.0074214821729468704,0.00500152488016461,0.00034108512790963046
0.004161554097343917,0.7129739445338288,0.2913166367082138,0.005729403858671699,0.004507537354053308,0.00044240078331375145
0.005331385600437964,0.708404737233551,0.28896718233955554,0.003081914522044999,0.004637245474516915,0.0006191369548547918
0.0011946317950763605,0.7192843650629358,0.2915363914994055,0.008366262366644039,0.004132526743177812,0.0012044454221683473
0.0030225741906474233,0.7090898884608988,0.2997091073814616,0.0037088562216826357,0.005882449813470964,0.0016138385410758588
0.0003849160346603136,0.7043967214586367,0.29579508626341516,0.004840682861482638,0.0033934416922891206,0.0020553177078104726
0.006461663877876585,0.7219768509734589,0.29569638634095036,0.002671464627422274,0.0032948614877240014,0.002418656697337677
0.007422740834809602,0.7178510271674009,0.3037440329002495,0.0006430565554692742,0.007460946972896844,0.0030839793514402976
0.0024116176838034596,0.7049408789062179,0.29122723213330487,0.008327771864592928,0.00816545400600826,0.00310752763670007
0.00876046591451555,0.7100879850020915,0.289978008459829,0.00839422410925948,0.0016904763959025189,0.0035782914572367614
0.0037457811337353424,0.7095494259512986,0.29789732021222165,0.008154693649167476,0.00824335277788117,0.0038924673480928047
0.0021586709698811473,0.7160804196768246,0.2940540960264354,0.003869167188890339,0.0021603184429516593,0.004103493145259955
0.00881996799588639,0.7127137047488555,0.28759217795742803,0.00016774198329801496,0.007873820155041884,0.004186734746529468
0.0052686891966819485,0.7044998729631968,0.2969842055567075,0.009734000375535215,0.0004881107872967243,0.004264437856849124
0.005218681241038223,0.7224957831152319,0.28691250749052843,0.007359433933537286,0.0028207699294012737,0.004310420262970708
0.007214882169366639,0.7214466084267978,0.2964501050733818,0.004006018189068433,0.007582688305943502,0.004469185402238509
0.004538819883516834,0.7154028550774715,0.30098059638449937,0.0010210156795505878,0.004483399125551481,0.004958162071346077
0.00033872005142999463,0.723081593896597,0.30215131386263866,0.0018147628328975523,0.003630998454869914,0.005194943169839513
0.001596846198163731,0.7116485221075649,0.29267431999326854,0.00395854586939204,0.005312095338795659,0.005525621744804875
0.009315353562198444,0.7067645378839817,0.2908499658394894,0.00501747938421288,0.0025433538244631834,0.005949047613645826
0.0022146074427439703,0.7118516099884044,0.2985740236835216,0.0008744443075028255,0.0006947331061607637,0.006021269681172796
0.00780985632173309,0.7084131913412806,0.28620105984543653,0.008181036720091418,0.0014699769798799719,0.006565293188399575
0.0019351050701788847,0.7138028562547077,0.2975866751123361,0.008334252394800125,0.005275903588517553,0.00732382282664768
0.009589263403456462,0.7056479476096589,0.303779060208965,0.005576958672190149,0.0005476050978037092,0.007572209760894346
0.009811870862612341,0.7158551340423075,0.29242241026802146,0.002523468238643198,0.0058040442772641105,0.007629527344062704
0.009675266570307416,0.7059520639798121,0.2984591516101168,0.006314381326940543,0.0016560657894056502,0.008024899636641573
0.005851458733702486,0.7222951292795556,0.29150279476852803,0.004848995515571948,0.004210219055817577,0.008313918129985087
0.004115458056366065,0.7182072643156207,0.2866111102205934,0.0025198992835445706,0.0011707632014064558,0.00852887622127274
0.003965645497490034,0.7050866447404602,0.29574884639645066,0.00606434408180037,0.004647421208467497,0.009181544771679822
0.009774223466229416,0.7161344936428584,0.2950198609654806,0.006859667207212835,0.008088814671352704,0.009610391765324135
0.525549467804502,0.9943154210553384,0.2382899783358637,0.1030480926371002,0.025482217181921687,0.18364657662869022
0.5208249389466884,0.9975259888752355,0.24822036494834776,0.09790446540609646,0.021303431639185497,0.18381092136126828
0.5088708861744838,0.9962896319993881,0.2450798522822283,0.09946146916913597,0.019276428593806023,0.1839180184144977
0.5190328111966924,0.9912443256107525,0.2370569579866511,0.10342664046687809,0.009891352748683004,0.1840063412155723
0.521267016399129,0.9982354112831894,0.2533275855847303,0.10012067322348246,0.018620964698142388,0.18404197793794427
0.5127363751043209,0.9989341455673852,0.25200549186822074,0.10996849621877056,0.015205152756663086,0.1841381711657555
0.5246169451600294,0.9990745256936494,0.24905886449836848,0.09564650345605892,0.006618753723181303,0.184262207437973
0.5218506495523454,0.9928770263650427,0.25223766081371274,0.1068395664749401,0.023457189176282464,0.18461651893581227
0.5069536224279787,0.9902196722201576,0.24429974134518834,0.09562955319431016,0.0229480503385181,0.18468281619083332
0.5135849165249993,0.991021690584438,0.2487703894110784,0.09896187804852058,0.008321861207029366,0.18468688884293855
0.5079026702052194,0.9972040173175086,0.24053880265576452,0.09730888298688022,0.017485688177455574,0.1850148980988627
0.5068254670981802,0.9915730319865323,0.24102293290331922,0.09660325705882745,0.018402072153422364,0.1850277815432358
0.5160920837756808,0.9901070653701619,0.24211004231039282,0.10452304415611452,0.010960785060979979,0.18523165314118198
0.5205030479833358,0.997467785561887,0.24927703116252997,0.09968408733159828,0.008610094682575257,0.1854198089019375
0.5225269841583624,0.9987608992092231,0.25055370406561567,0.10533071168045383,0.008074603402814743,0.18542786180748477
0.5115044629714683,0.9965049117997379,0.25325077174207133,0.10360391724155835,0.018381748919113535,0.18568847339206673
0.50871779546371,0.9946516081777605,0.24484298633634569,0.11364511013450614,0.017518540003848466,0.1857461895349755
0.5125692458985012,0.9908477268091748,0.2496693652135131,0.09930451463645763,0.013127889869084235,0.18577795274595524
0.5149879264685341,0.9969100918365891,0.24479537121571665,0.09781443587757264,0.01644585911025174,0.18582717664632578
0.525858327591568,0.9919197994251451,0.24072957814903273,0.11465004522593851,0.013762318688898063,0.1859895803387415
0.5090273460769987,0.9979892151949142,0.24595646764476098,0.11047693622750596,0.011980625356601538,0.1860013297372908
0.5131635466338198,0.9919453096534732,0.23770455952369066,0.10802505145617253,0.016984176071950255,0.18613808937292328
0.5123687396230674,0.9911324143397031,0.23694500601963434,0.09526285953983188,0.010567191923607716,0.18625504266373655
0.515497779082311,0.9954985703596528,0.24751746392462978,0.09512049098551383,0.009278363843445436,0.18628998874001607
0.5157361517717716,0.9906358943618966,0.24785231749812203,0.09622770590049247,0.018790818768572283,0.18630927657198082
0.5157112308262676,0.992150292456632,0.2496543313920525,0.09626347571882254,0.017410390230285233,0.18633823500612876
0.5146702071575776,0.99901677680154,0.24128289780034487,0.10122353432017872,0.020990605844924737,0.18636347738376086
0.5251635692631238,0.9968052158224183,0.23541909118413984,0.11162456999825186,0.023953854252565347,0.18649314211125692
0.5205325059180007,0.9959771678162094,0.23774705631204196,0.11194770840411775,0.018257630069401537,0.1866107358577347
0.5250163301146697,0.9970153466705319,0.2385172217449178,0.10313917515956748,0.021412152978068987,0.1867881714944977
0.5214427299929107,0.995654641307816,0.24714949252561644,0.09756743641589408,0.006583039663857565,0.18694240720230473
0.5113239212487721,0.995880934550496,0.23774794891920864,0.11402139974513996,0.023009850402906686,0.18695506606678325
0.5237465679845512,0.9951668172523,0.24284971388763651,0.10248134083991219,0.0074216461092119265,0.18710375492392597
0.5152189281435886,0.9908224878163441,0.2529235415898381,0.09983082042150661,0.0115211237301279,0.18713820102381637
0.5195405759367131,0.995237317583291,0.23450286470397433,0.10633372625868182,0.017754312730469603,0.1872040889617569
0.5264103809127599,0.9922352045793077,0.24232645273685904,0.10394116345929805,0.026290907820103085,0.18721174698073556
0.5117930104809084,0.9994525847404561,0.23398341145267643,0.11072764652370014,0.010531506756272175,0.18722744617756043
0.5096201572931336,0.9911144618706935,0.24085701289936387,0.10858576199203981,0.01596120700931189,0.18723206915570004
0.518580783376009,0.9916973694148221,0.23960698012487824,0.10783848168293962,0.01564822875560159,0.1873200645097187
0.5140974625179849,0.9952557669401334,0.25209152953892483,0.097710012868978,0.0065623723728752414,0.18741268209067727
0.5097797086501267,0.9950842467919602,0.25276542773439686,0.10502610202527052,0.02579936406493636,0.18747553515997675
0.5251262613696478,0.9943652698453055,0.24791091373494717,0.11265598972592318,0.0182733833785445,0.18749845631650033
0.5211390971808025,0.9954690535359524,0.2518334413378164,0.10175969145252743,0.024599476505863124,0.18757918517538866
0.5147859030895632,0.9964092163864587,0.24656242269170114,0.09993063863795623,0.009152971386680697,0.18761408322264075
0.520906264578111,0.9947601109582689,0.2360358848552171,0.10831868535791966,0.018770144304239435,0.1877299989596151
0.5166411314167717,0.9904831283633962,0.2375612510004505,0.10843984963897262,0.007617172008983214,0.18782157877247904
0.5180568099036664,0.9906251145801416,0.2533886679467199,0.11034182700421469,0.020880516925879024,0.1880861568298161
0.5211308713475189,0.9947158465784477,0.2377953074332935,0.09487576382881534,0.009781337593360737,0.18811874981586332
0.5124696265678149,0.9949486043586616,0.24580819655835645,0.10473450563674153,0.02066759441019353,0.18812522037117363
0.5149829309842753,0.996239621109725,0.24817777522635606,0.10182686045837851,0.020505117666367565,0.18828699059745352
0.5085950131490089,0.9908983031125763,0.2515949101453892,0.11231467127607382,0.013343848549908947,0.18845265849994566
0.5199215644337228,0.9938086987297042,0.24084534691505133,0.11283575896796708,0.024696808300342682,0.18850639358075236
0.5172175467930393,0.9984498699097767,0.24163671877435067,0.10142996985007877,0.008429379325402197,0.18854770576385826
0.513086918443031,0.993899471391143,0.24972828851271425,0.10850179777931847,0.007077689692364969,0.1887091874770549
0.5097062648106344,0.9927284039357124,0.23772887050623132,0.10045995323251022,0.014823938671625469,0.1888591993258045
0.5197608401518611,0.9904560671028508,0.2406638956185887,0.09865591323095309,0.024546651902289038,0.1889542278361525
0.5099706139902508,0.9934843097947331,0.24918875144131075,0.10812271088341024,0.013612999685720707,0.1890961164521651
0.5186043780606294,0.9941699537954729,0.25095315114760325,0.09631962124092118,0.026300439366566945,0.18914809286008658
0.5150393177851217,0.9986608583250985,0.24402716496932425,0.0959455793130354,0.024429836037959327,0.1891947862454262
0.5224250658131505,0.9971483375586949,0.25064205246749277,0.10532790318108455,0.01787621534297104,0.18920693308807687
0.5240457441359284,0.9962000349604474,0.23797773482213272,0.09878085834569246,0.008430849301687497,0.18946501427612158
0.523926037176847,0.9925998316788864,0.25129611366337246,0.10633003081868762,0.01857873447840369,0.18953155734338337
0.5126909465279477,0.9928431321454635,0.2528918979250897,0.10111809522851305,0.02275073127195782,0.18965460803207287
0.5079783683998934,0.9917078858161767,0.23937793769868815,0.09796973638538876,0.009818077074389604,0.1896878400466522
0.5223737614430041,0.9915512372951476,0.25344547832492076,0.1109891192208764,0.012366391687018623,0.1897170148706423
0.5262168443236123,0.9930569890337803,0.23845878281966362,0.09883016503217126,0.008334027295453027,0.19002514925331854
0.5189923752473166,0.9905177098638308,0.24776323406507536,0.10812425361088075,0.016470603309180744,0.19004717980078273
0.5098535045702971,0.9972455886623517,0.24618666586563093,0.1052228619144404,0.014139380656273876,0.19042076045809422
0.509402681052342,0.999457282153494,0.23905581709247772,0.11474102385944436,0.011987323175755979,0.1904299001907767
0.5261113001332628,0.9979441394414565,0.24265408092570123,0.11445939066319853,0.010846420434002742,0.19044837608484247
0.520256155165706,0.9984141863674542,0.23744489275930827,0.10377725375811021,0.01796624317004316,0.19055188443777157
0.5117786440641188,0.9972291542951477,0.2520225648901464,0.11175149196381708,0.00868804158016244,0.19060260884159452
0.5233208533631855,0.9987967125984104,0.24778779641471244,0.09792668124777663,0.014803608649993586,0.1906873432158694
0.5196118863090032,0.9958534022377784,0.24929917737309681,0.10738669940760619,0.019284906223721504,0.19084722122420014
0.5105455437151879,0.9901905673584871,0.2456572708210653,0.1088091104357945,0.022720844976376983,0.19087928077777236
0.5153482955183936,0.9966402555599481,0.24266785253359593,0.11425062178493582,0.018476402175989014,0.19099817835639332
0.5225053378031722,0.9993608472095554,0.24945538924665037,0.0959109836783803,0.00858698938845088,0.1910386608914571
0.5159201524375232,0.9970755875292203,0.23634645851820751,0.09636156072812146,0.02387674529377601,0.1910617611690971
0.511204139252484,0.9916932571983722,0.23627608444571727,0.11062105229206767,0.010864840990067664,0.19113321240262734
0.5145862510214261,0.9991904223257829,0.23591494081765849,0.10030031512348336,0.020627009111826917,0.19117967535514094
0.526260699453425,0.9915309576365366,0.24656425549123198,0.0978532358281531,0.024907913727022467,0.19131604454309473
0.5158117404106711,0.9976330019525763,0.2363609730504743,0.10557559069756682,0.02088920020397065,0.191338427014752
0.5126589379279131,0.9925015298996746,0.23677586293522065,0.10490944226481302,0.013107562293685215,0.19134625390437263
0.5196242718571513,0.9903050578070763,0.24573974348309968,0.09695553545983994,0.00991094639487701,0.19159588396020544
0.5078464612572671,0.9930132251212948,0.24822086707386154,0.09686323034233017,0.01001347724635878,0.1916358822699297
0.5080158948817808,0.9985066588833217,0.24273126973797773,0.09746213102546686,0.020702978798502844,0.1916959228770852
0.5086075360025515,0.9958918299352992,0.2507671217894815,0.11415501668568176,0.015962409205497678,0.19178328130106326
0.5202066012247977,0.9951770137082955,0.24483444973359936,0.11443341789955465,0.026027946217544735,0.1918128161600617
0.5111893083592366,0.9975659067675233,0.24623016326334304,0.11191198821803487,0.01090533863016217,0.19182884770518568
